algorithm,numbins,numitems,bitsperitem,instance_id,diff,runtime
integer-programming,2,60,16,7,0.0,0.2946375999999873
integer-programming,2,60,16,8,1.0,0.21946429999997008
integer-programming,2,60,16,9,1.0,0.23090570000005073
integer-programming,2,70,16,0,0.0,0.25380030000002307
integer-programming,2,70,16,1,0.0,0.5524882000000275
integer-programming,2,70,16,2,1.0,0.4502138999999943
integer-programming,2,70,16,3,0.0,0.8783154999999851
integer-programming,2,70,16,4,0.0,0.08695679999999584
integer-programming,2,70,16,5,1.0,0.2615220000000136
integer-programming,2,70,16,6,1.0,0.40895540000002484
integer-programming,2,70,16,7,1.0,0.14129249999996318
integer-programming,2,70,16,8,0.0,0.3518028999999956
integer-programming,2,70,16,9,0.0,0.3698676000000205
integer-programming,2,80,16,0,1.0,0.3133154000000218
integer-programming,2,80,16,1,1.0,0.545728199999985
integer-programming,2,80,16,2,0.0,0.1789185999999745
integer-programming,2,80,16,3,1.0,0.2120623000000137
integer-programming,2,80,16,4,1.0,0.3065170000000421
integer-programming,2,80,16,5,0.0,1.5526794999999538
integer-programming,2,80,16,6,0.0,0.551045600000009
integer-programming,2,80,16,7,1.0,1.0508908000000474
integer-programming,2,80,16,8,1.0,0.023701000000016847
integer-programming,2,80,16,9,0.0,0.16177729999998292
integer-programming,2,90,16,0,1.0,0.044119099999988975
integer-programming,2,90,16,1,1.0,0.1714259000000311
integer-programming,2,90,16,2,1.0,0.633452200000022
integer-programming,2,90,16,3,0.0,0.2725480000000289
integer-programming,2,90,16,4,1.0,0.2347967999999696
integer-programming,2,90,16,5,0.0,0.031640500000037264
integer-programming,2,90,16,6,1.0,0.27146270000002914
integer-programming,2,90,16,7,0.0,0.03411749999997937
integer-programming,2,90,16,8,0.0,0.4834837999999877
integer-programming,2,90,16,9,1.0,0.2797231999999781
integer-programming,2,100,16,0,0.0,0.22961750000001757
integer-programming,2,100,16,1,0.0,0.46098200000000134
integer-programming,2,100,16,2,0.0,0.27147959999996374
integer-programming,2,100,16,3,1.0,2.54333969999999
integer-programming,2,100,16,4,0.0,0.1637034999999969
integer-programming,2,100,16,5,0.0,0.497944700000005
integer-programming,2,100,16,6,1.0,0.2788906000000111
integer-programming,2,100,16,7,1.0,0.2170675000000415
integer-programming,2,100,16,8,1.0,0.24709089999998923
integer-programming,2,100,16,9,0.0,0.027206900000010137
complete-greedy,2,10,16,0,489.0,0.0019075999999813575
complete-greedy,2,10,16,1,27.0,0.0019944999999665924
complete-greedy,2,10,16,2,353.0,0.001697399999954996
complete-greedy,2,10,16,3,24.0,0.002227999999945496
complete-greedy,2,10,16,4,394.0,0.003880800000047202
complete-greedy,2,10,16,5,144.0,0.005861100000004171
complete-greedy,2,10,16,6,115.0,0.002022399999987101
complete-greedy,2,10,16,7,7.0,0.003934700000002067
complete-greedy,2,10,16,8,35.0,0.0017889000000081978
complete-greedy,2,10,16,9,255.0,0.0033583000000021457
complete-greedy,2,10,24,0,27868.0,0.0009962999999970634
complete-greedy,2,10,24,1,26281.0,0.002263200000015786
complete-greedy,2,10,24,2,69061.0,0.0017526999999972759
complete-greedy,2,10,24,3,67520.0,0.004007300000012037
complete-greedy,2,10,24,4,93525.0,0.0030821999999943728
complete-greedy,2,10,24,5,2758.0,0.00316970000000083
complete-greedy,2,10,24,6,155447.0,0.002607500000010532
complete-greedy,2,10,24,7,26146.0,0.004236199999979817
complete-greedy,2,10,24,8,71688.0,0.002569800000003397
complete-greedy,2,10,24,9,59441.0,0.0033017000000086227
complete-greedy,2,10,32,0,8366606.0,0.004514800000038122
complete-greedy,2,10,32,1,45299347.0,0.0021225999999501255
complete-greedy,2,10,32,2,4116957.0,0.0024410999999986416
complete-greedy,2,10,32,3,22342359.0,0.002022399999987101
complete-greedy,2,10,32,4,18408611.0,0.002744999999947595
complete-greedy,2,10,32,5,19732410.0,0.0013271999999915352
complete-greedy,2,10,32,6,11479916.0,0.0026460000000270156
complete-greedy,2,10,32,7,34170830.0,0.004173100000002705
complete-greedy,2,10,32,8,53148406.0,0.0019582999999556705
complete-greedy,2,10,32,9,3586188.0,0.00265919999998232
complete-greedy,2,10,48,0,3151099296570.0,0.0021038000000430657
complete-greedy,2,10,48,1,1467802648058.0,0.003198999999995067
complete-greedy,2,10,48,2,318599546983.0,0.0033834999999839965
complete-greedy,2,10,48,3,230362152752.0,0.0024625000000355612
complete-greedy,2,10,48,4,9121115604137.0,0.0038084999999909996
complete-greedy,2,10,48,5,406055865568.0,0.0020148000000403954
complete-greedy,2,10,48,6,331588434450.0,0.002908999999988282
complete-greedy,2,10,48,7,816575946134.0,0.0022857000000158223
complete-greedy,2,10,48,8,3509764153586.0,0.0022551999999791406
complete-greedy,2,10,48,9,1013579763689.0,0.002157300000021678
complete-greedy,2,12,16,0,1.0,0.005866000000025906
complete-greedy,2,12,16,1,69.0,0.005873699999995097
complete-greedy,2,12,16,2,135.0,0.01143930000000637
complete-greedy,2,12,16,3,27.0,0.0067748999999821535
complete-greedy,2,12,16,4,148.0,0.006934400000034202
complete-greedy,2,12,16,5,100.0,0.005348599999990711
complete-greedy,2,12,16,6,453.0,0.003689699999995355
complete-greedy,2,12,16,7,236.0,0.006149600000014743
complete-greedy,2,12,16,8,73.0,0.0053245999999944615
complete-greedy,2,12,16,9,46.0,0.010281200000008539
complete-greedy,2,12,24,0,8518.0,0.011443600000006882
complete-greedy,2,12,24,1,26400.0,0.0060540999999716405
complete-greedy,2,12,24,2,44551.0,0.006372300000009545
complete-greedy,2,12,24,3,104071.0,0.003521799999987252
complete-greedy,2,12,24,4,374.0,0.005857499999990523
complete-greedy,2,12,24,5,9486.0,0.007767799999953695
complete-greedy,2,12,24,6,46014.0,0.005019399999980578
complete-greedy,2,12,24,7,11276.0,0.009930799999949613
complete-greedy,2,12,24,8,20367.0,0.003198099999963233
complete-greedy,2,12,24,9,55872.0,0.008206100000052174
complete-greedy,2,12,32,0,7866743.0,0.0074806999999736945
complete-greedy,2,12,32,1,5040231.0,0.00496770000000879
complete-greedy,2,12,32,2,4167772.0,0.005524999999977354
complete-greedy,2,12,32,3,1373798.0,0.00884880000000976
complete-greedy,2,12,32,4,9477857.0,0.011704800000018167
complete-greedy,2,12,32,5,2259534.0,0.006087099999945167
complete-greedy,2,12,32,6,1556363.0,0.006866399999978512
complete-greedy,2,12,32,7,5452562.0,0.005832900000029895
complete-greedy,2,12,32,8,1239852.0,0.006479699999999866
complete-greedy,2,12,32,9,2231688.0,0.00955850000002556
complete-greedy,2,12,48,0,47053888222.0,0.007026899999971192
complete-greedy,2,12,48,1,73216718174.0,0.005703500000038275
complete-greedy,2,12,48,2,163731212752.0,0.008650099999954364
complete-greedy,2,12,48,3,983336949139.0,0.005308300000024246
complete-greedy,2,12,48,4,486013922650.0,0.007561199999997825
complete-greedy,2,12,48,5,637788921722.0,0.008794399999999314
complete-greedy,2,12,48,6,140681079418.0,0.011752000000001317
complete-greedy,2,12,48,7,184911800799.0,0.0054745999999568085
complete-greedy,2,12,48,8,204059373666.0,0.0071376000000213935
complete-greedy,2,12,48,9,511648219193.0,0.007766099999969356
complete-greedy,2,14,16,0,49.0,0.022161600000004
complete-greedy,2,14,16,1,23.0,0.0499901999999679
complete-greedy,2,14,16,2,13.0,0.021821799999997893
complete-greedy,2,14,16,3,8.0,0.017541300000004867
complete-greedy,2,14,16,4,21.0,0.007801599999993414
complete-greedy,2,14,16,5,11.0,0.012732900000003156
complete-greedy,2,14,16,6,27.0,0.02622830000001386
complete-greedy,2,14,16,7,29.0,0.008971999999971558
complete-greedy,2,14,16,8,22.0,0.010877800000002935
complete-greedy,2,14,16,9,33.0,0.02720809999999574
complete-greedy,2,14,24,0,9552.0,0.030446299999994153
complete-greedy,2,14,24,1,4286.0,0.042757800000003954
complete-greedy,2,14,24,2,11246.0,0.01692510000003722
complete-greedy,2,14,24,3,2431.0,0.019243100000039703
complete-greedy,2,14,24,4,1674.0,0.017488700000001245
complete-greedy,2,14,24,5,6808.0,0.022524700000019493
complete-greedy,2,14,24,6,3051.0,0.01871780000004719
complete-greedy,2,14,24,7,1214.0,0.0095833999999968
complete-greedy,2,14,24,8,8650.0,0.015135499999985313
complete-greedy,2,14,24,9,1157.0,0.029417300000034174
complete-greedy,2,14,32,0,2475631.0,0.04187369999999646
complete-greedy,2,14,32,1,175111.0,0.022695900000030633
complete-greedy,2,14,32,2,3852897.0,0.015723700000023655
complete-greedy,2,14,32,3,4569727.0,0.01793159999999716
complete-greedy,2,14,32,4,219036.0,0.03430299999996578
complete-greedy,2,14,32,5,3630251.0,0.03313190000000077
complete-greedy,2,14,32,6,1200354.0,0.033233299999949395
complete-greedy,2,14,32,7,115998.0,0.023710499999992862
complete-greedy,2,14,32,8,1166386.0,0.013586300000042684
complete-greedy,2,14,32,9,409889.0,0.02081029999999373
complete-greedy,2,14,48,0,2624491668.0,0.021912700000029872
complete-greedy,2,14,48,1,224261873038.0,0.020962499999995998
complete-greedy,2,14,48,2,129445286525.0,0.027986999999995987
complete-greedy,2,14,48,3,24375554341.0,0.016599299999995765
complete-greedy,2,14,48,4,16872326473.0,0.022007799999983035
complete-greedy,2,14,48,5,28548203081.0,0.043629100000032395
complete-greedy,2,14,48,6,95524141849.0,0.02624500000001717
complete-greedy,2,14,48,7,193827527423.0,0.017167500000027758
complete-greedy,2,14,48,8,3480201585.0,0.02154230000002144
complete-greedy,2,14,48,9,46348301302.0,0.014583000000016
complete-greedy,2,16,16,0,3.0,0.05220579999996744
complete-greedy,2,16,16,1,4.0,0.038612800000009884
complete-greedy,2,16,16,2,5.0,0.033162800000013704
complete-greedy,2,16,16,3,2.0,0.0402356000000168
complete-greedy,2,16,16,4,3.0,0.16344939999999042
complete-greedy,2,16,16,5,5.0,0.086320599999965
complete-greedy,2,16,16,6,5.0,0.09848240000002306
complete-greedy,2,16,16,7,0.0,0.022001299999999446
complete-greedy,2,16,16,8,1.0,0.002916700000014316
complete-greedy,2,16,16,9,4.0,0.052064099999995506
complete-greedy,2,16,24,0,371.0,0.03183050000001231
complete-greedy,2,16,24,1,995.0,0.06909309999997504
complete-greedy,2,16,24,2,374.0,0.05856189999997241
complete-greedy,2,16,24,3,1943.0,0.08012899999999945
complete-greedy,2,16,24,4,207.0,0.08717840000002752
complete-greedy,2,16,24,5,3573.0,0.04550769999997328
complete-greedy,2,16,24,6,1908.0,0.07038319999998066
complete-greedy,2,16,24,7,1326.0,0.07213620000004539
complete-greedy,2,16,24,8,3831.0,0.10459789999998748
complete-greedy,2,16,24,9,364.0,0.04103430000003527
complete-greedy,2,16,32,0,517143.0,0.07557170000001179
complete-greedy,2,16,32,1,1063693.0,0.050847799999985455
complete-greedy,2,16,32,2,520747.0,0.05426009999996495
complete-greedy,2,16,32,3,662846.0,0.06561149999998861
complete-greedy,2,16,32,4,285954.0,0.055571400000019366
complete-greedy,2,16,32,5,74426.0,0.07165969999999788
complete-greedy,2,16,32,6,838888.0,0.10212219999999661
complete-greedy,2,16,32,7,62265.0,0.06371319999999514
complete-greedy,2,16,32,8,58603.0,0.19939310000000887
complete-greedy,2,16,32,9,129510.0,0.11428640000002588
complete-greedy,2,16,48,0,24854836927.0,0.09225839999999152
complete-greedy,2,16,48,1,32180539518.0,0.1167728000000352
complete-greedy,2,16,48,2,9886687518.0,0.05239569999997684
complete-greedy,2,16,48,3,3122428956.0,0.05298259999995025
complete-greedy,2,16,48,4,59797480116.0,0.05863590000001295
complete-greedy,2,16,48,5,67577958238.0,0.13817030000001296
complete-greedy,2,16,48,6,36781605242.0,0.0759542000000124
complete-greedy,2,16,48,7,7857548130.0,0.04636389999996027
complete-greedy,2,16,48,8,6672263829.0,0.10170779999998558
complete-greedy,2,16,48,9,560232229.0,0.05513349999995398
complete-greedy,2,18,16,0,2.0,0.2511453999999844
complete-greedy,2,18,16,1,1.0,0.004780099999948106
complete-greedy,2,18,16,2,1.0,0.07363620000000992
complete-greedy,2,18,16,3,1.0,0.12583660000001373
complete-greedy,2,18,16,4,0.0,0.008084900000028483
complete-greedy,2,18,16,5,11.0,0.28463040000002593
complete-greedy,2,18,16,6,1.0,0.1813716999999997
complete-greedy,2,18,16,7,5.0,0.14565659999999525
complete-greedy,2,18,16,8,2.0,0.17734300000000758
complete-greedy,2,18,16,9,1.0,0.22206810000000132
complete-greedy,2,18,24,0,865.0,0.17984680000000708
complete-greedy,2,18,24,1,215.0,0.40815359999999146
complete-greedy,2,18,24,2,217.0,0.20872689999998784
complete-greedy,2,18,24,3,75.0,0.26975479999998697
complete-greedy,2,18,24,4,165.0,0.15441169999996873
complete-greedy,2,18,24,5,142.0,0.2081913999999756
complete-greedy,2,18,24,6,65.0,0.2072721000000115
complete-greedy,2,18,24,7,195.0,0.2793085000000133
complete-greedy,2,18,24,8,383.0,0.21181849999999258
complete-greedy,2,18,24,9,17.0,0.205251799999985
complete-greedy,2,18,32,0,30118.0,0.21476020000000062
complete-greedy,2,18,32,1,29098.0,0.2007064000000014
complete-greedy,2,18,32,2,21736.0,0.3205547000000024
complete-greedy,2,18,32,3,49258.0,0.23314649999997528
complete-greedy,2,18,32,4,381317.0,0.3946422999999868
complete-greedy,2,18,32,5,20064.0,0.40699439999997367
complete-greedy,2,18,32,6,132557.0,0.23595399999999245
complete-greedy,2,18,32,7,5968.0,0.0884260999999924
complete-greedy,2,18,32,8,160711.0,0.14672590000003538
complete-greedy,2,18,32,9,28519.0,0.1771534000000088
complete-greedy,2,18,48,0,4599333318.0,0.15914350000002742
complete-greedy,2,18,48,1,2792163007.0,0.4162509999999884
complete-greedy,2,18,48,2,26126441757.0,0.27474129999995967
complete-greedy,2,18,48,3,4787710256.0,0.17166860000003226
complete-greedy,2,18,48,4,4136062081.0,0.18141769999999724
complete-greedy,2,18,48,5,9026361611.0,0.19530400000002146
complete-greedy,2,18,48,6,868814396.0,0.29640430000000606
complete-greedy,2,18,48,7,9051981404.0,0.23421999999999343
complete-greedy,2,18,48,8,3063290856.0,0.03343039999998609
complete-greedy,2,18,48,9,25473133.0,0.12046479999997928
complete-greedy,2,20,16,0,1.0,0.02860040000001618
complete-greedy,2,20,16,1,0.0,0.6452664999999911
complete-greedy,2,20,16,2,0.0,0.07050750000001926
complete-greedy,2,20,16,3,0.0,0.19384750000000395
complete-greedy,2,20,16,4,0.0,0.10830690000000232
complete-greedy,2,20,16,5,1.0,0.06355759999996735
complete-greedy,2,20,16,6,0.0,0.0383403999999814
complete-greedy,2,20,16,7,1.0,0.24873999999999796
complete-greedy,2,20,16,8,1.0,0.34357039999997596
complete-greedy,2,20,16,9,1.0,0.0050716000000079475
complete-greedy,2,20,24,0,40.0,1.4214202
complete-greedy,2,20,24,1,483.0,0.2960576000000401
complete-greedy,2,20,24,2,84.0,1.181563800000049
complete-greedy,2,20,24,3,93.0,1.2940854999999942
complete-greedy,2,20,24,4,13.0,0.8823624999999993
complete-greedy,2,20,24,5,30.0,0.6419328000000064
complete-greedy,2,20,24,6,54.0,0.43304710000001023
complete-greedy,2,20,24,7,137.0,0.3350064999999631
complete-greedy,2,20,24,8,68.0,0.6229076999999847
complete-greedy,2,20,24,9,44.0,1.3047698999999966
complete-greedy,2,20,32,0,3184.0,0.698403600000006
complete-greedy,2,20,32,1,20771.0,2.12533140000005
complete-greedy,2,20,32,2,37535.0,0.42525249999999915
complete-greedy,2,20,32,3,4694.0,1.4966617000000042
complete-greedy,2,20,32,4,2422.0,0.9565394999999626
complete-greedy,2,20,32,5,51144.0,0.8823477000000253
complete-greedy,2,20,32,6,40377.0,1.2195854999999938
complete-greedy,2,20,32,7,13802.0,0.6574717999999962
complete-greedy,2,20,32,8,26670.0,0.5928546999999753
complete-greedy,2,20,32,9,11976.0,0.5304628000000093
complete-greedy,2,20,48,0,1171465811.0,0.8226587999999992
complete-greedy,2,20,48,1,555230811.0,0.9237787000000139
complete-greedy,2,20,48,2,267591920.0,1.1229510000000005
complete-greedy,2,20,48,3,152674861.0,0.4990309000000366
complete-greedy,2,20,48,4,1138160988.0,0.6729512
complete-greedy,2,20,48,5,2352951149.0,1.4167455000000473
complete-greedy,2,20,48,6,259489857.0,0.7910617999999658
complete-greedy,2,20,48,7,3711646428.0,0.8496602999999823
complete-greedy,2,20,48,8,3630045633.0,1.1453265999999758
complete-greedy,2,20,48,9,3852732967.0,0.7186954000000014
complete-greedy,2,22,16,0,1.0,0.06530529999997725
complete-greedy,2,22,16,1,1.0,0.14419939999993403
complete-greedy,2,22,16,2,1.0,0.24412440000003244
complete-greedy,2,22,16,3,1.0,0.057447600000045895
complete-greedy,2,22,16,4,0.0,1.5971283999999741
complete-greedy,2,22,16,5,0.0,0.053704900000070666
complete-greedy,2,22,16,6,0.0,0.16071369999997387
complete-greedy,2,22,16,7,0.0,0.2431007000000136
complete-greedy,2,22,16,8,0.0,0.3436903000000484
complete-greedy,2,22,16,9,1.0,0.030249700000013036
complete-greedy,2,22,24,0,37.0,3.292209699999944
complete-greedy,2,22,24,1,37.0,3.4769960000000992
complete-greedy,2,22,24,2,14.0,1.6686591999999791
complete-greedy,2,22,24,3,65.0,3.9085853999999927
complete-greedy,2,22,24,4,48.0,4.02685299999996
complete-greedy,2,22,24,5,39.0,2.906432700000096
complete-greedy,2,22,24,6,30.0,1.191795999999954
complete-greedy,2,22,24,7,57.0,3.5722119000000703
complete-greedy,2,22,24,8,3.0,2.7693027000000257
complete-greedy,2,22,24,9,40.0,3.5793054999999185
complete-greedy,2,22,32,0,3035.0,2.214628599999969
complete-greedy,2,22,32,1,958.0,2.748948700000028
complete-greedy,2,22,32,2,8548.0,2.024654299999952
complete-greedy,2,22,32,3,96.0,1.028765900000053
complete-greedy,2,22,32,4,4597.0,1.4614436000000524
complete-greedy,2,22,32,5,13108.0,2.416999799999985
complete-greedy,2,22,32,6,519.0,3.3576048999999557
complete-greedy,2,22,32,7,7474.0,3.8806460000000698
complete-greedy,2,22,32,8,5436.0,3.5721525999999812
complete-greedy,2,22,32,9,11010.0,3.3748154999999542
complete-greedy,2,22,48,0,225541450.0,3.5091125000000147
complete-greedy,2,22,48,1,230872208.0,2.408604299999979
complete-greedy,2,22,48,2,704730384.0,4.292052500000068
complete-greedy,2,22,48,3,102868666.0,3.0720733000000564
complete-greedy,2,22,48,4,220578880.0,2.671625600000084
complete-greedy,2,22,48,5,641759409.0,3.234724099999994
complete-greedy,2,22,48,6,210463696.0,1.4135606999999482
complete-greedy,2,22,48,7,99837520.0,3.4279599999999846
complete-greedy,2,22,48,8,178821728.0,1.5348711999999978
complete-greedy,2,22,48,9,110388110.0,2.5524748000000272
complete-greedy,2,24,16,0,1.0,0.0029981000000134372
complete-greedy,2,24,16,1,0.0,0.17388920000007602
complete-greedy,2,24,16,2,0.0,0.09616610000000492
complete-greedy,2,24,16,3,0.0,0.3141109000000597
complete-greedy,2,24,16,4,1.0,0.27593980000006013
complete-greedy,2,24,16,5,1.0,0.3683458000000428
complete-greedy,2,24,16,6,0.0,0.330174300000067
complete-greedy,2,24,16,7,1.0,0.17585759999997208
complete-greedy,2,24,16,8,0.0,0.2884665000000268
complete-greedy,2,24,16,9,1.0,0.6205304999999726
complete-greedy,2,24,24,0,17.0,10.589057799999978
complete-greedy,2,24,24,1,7.0,5.957579799999962
complete-greedy,2,24,24,2,2.0,13.615104200000019
complete-greedy,2,24,24,3,3.0,9.045910200000094
complete-greedy,2,24,24,4,11.0,12.325582199999985
complete-greedy,2,24,24,5,38.0,20.011632200000008
complete-greedy,2,24,24,6,0.0,4.061659500000019
complete-greedy,2,24,24,7,8.0,13.207677999999987
complete-greedy,2,24,24,8,3.0,13.907037700000046
complete-greedy,2,24,24,9,0.0,4.329001500000004
complete-greedy,2,24,32,0,201.0,8.751406900000006
complete-greedy,2,24,32,1,1012.0,12.47429370000009
complete-greedy,2,24,32,2,1826.0,9.433150100000034
complete-greedy,2,24,32,3,3076.0,10.54043820000004
complete-greedy,2,24,32,4,3029.0,17.25304319999998
complete-greedy,2,24,32,5,3864.0,10.651661399999966
complete-greedy,2,24,32,6,540.0,25.697833800000012
complete-greedy,2,24,32,7,789.0,10.174448200000029
complete-greedy,2,24,32,8,743.0,7.103810000000067
complete-greedy,2,24,32,9,2031.0,30.05571960000009
complete-greedy,2,24,48,0,148640830.0,22.760087800000065
complete-greedy,2,24,48,1,199335219.0,7.692321799999945
complete-greedy,2,24,48,2,222034648.0,4.724219199999993
complete-greedy,2,24,48,3,138214828.0,4.710161900000003
complete-greedy,2,24,48,4,92562779.0,13.04350839999995
complete-greedy,2,24,48,5,182747551.0,7.852432399999998
complete-greedy,2,24,48,6,247246658.0,12.564878799999974
complete-greedy,2,24,48,7,257251871.0,10.496124099999975
complete-greedy,2,24,48,8,146719271.0,10.478194799999983
complete-greedy,2,26,16,0,1.0,0.19510920000004717
complete-greedy,2,26,16,1,1.0,0.0689258999999538
complete-greedy,2,26,16,2,1.0,0.12183860000004643
complete-greedy,2,26,16,3,1.0,0.09299499999997352
complete-greedy,2,26,16,4,1.0,0.007168799999931252
complete-greedy,2,26,16,5,1.0,0.004553899999905298
complete-greedy,2,26,16,6,0.0,0.18603039999993598
complete-greedy,2,26,16,7,1.0,0.20345140000006268
complete-greedy,2,26,16,8,1.0,0.0369057000000339
complete-greedy,2,26,16,9,0.0,0.020445099999960803
complete-greedy,2,26,24,0,1.0,13.348711200000025
complete-greedy,2,26,24,1,2.0,27.53335119999997
complete-greedy,2,26,24,2,3.0,23.07382580000001
complete-greedy,2,26,24,3,0.0,7.403444000000036
complete-greedy,2,26,24,4,2.0,33.70162400000004
complete-greedy,2,26,32,0,689.0,15.250354100000095
complete-greedy,2,26,32,1,23.0,18.348833699999886
complete-greedy,2,26,32,2,324.0,13.477553800000123
complete-greedy,2,26,32,3,547.0,44.59883170000012
complete-greedy,2,26,48,0,45909332.0,59.76859390000004
complete-greedy,2,28,16,0,1.0,0.029694199999994453
complete-greedy,2,28,16,1,1.0,0.03464429999985441
complete-greedy,2,28,16,2,0.0,0.042620700000043144
complete-greedy,2,28,16,3,0.0,0.21191189999990456
complete-greedy,2,28,16,4,0.0,0.037704500000018015
complete-greedy,2,28,16,5,1.0,0.0675115999999889
complete-greedy,2,28,16,6,0.0,0.1322646999999506
complete-greedy,2,28,16,7,0.0,0.12200389999998151
complete-greedy,2,28,16,8,1.0,0.0985376000000997
complete-greedy,2,28,16,9,1.0,0.005416199999899618
complete-greedy,2,28,24,0,0.0,28.920317100000148
complete-greedy,2,28,24,1,1.0,30.71280590000015
complete-greedy,2,28,32,0,134.0,260.0538445999998
complete-greedy,2,30,16,0,0.0,0.19803779999983817
complete-greedy,2,30,16,1,1.0,0.13361669999994774
complete-greedy,2,30,16,2,0.0,1.313430100000005
complete-greedy,2,30,16,3,1.0,0.04240920000006554
complete-greedy,2,30,16,4,1.0,0.15760849999992388
complete-greedy,2,30,16,5,0.0,0.015455599999995684
complete-greedy,2,30,16,6,0.0,0.20039229999997588
complete-greedy,2,30,16,7,0.0,0.0444543999999496
complete-greedy,2,30,16,8,0.0,0.3024084999999559
complete-greedy,2,30,16,9,0.0,0.13782649999984642
